category,name,description,showroom,warehouse,source_row
Electrical Supplies,T8 Led Lights Day Light,,0.0,0.0,336
Electrical Supplies,"Teflon Tape # 3/4"" x 10m","Tombo Teflon Tape (Malaysia) # 3/4"" x 10m",0.0,0.0,337
Electrical Supplies,THHN Stranded,2.0mm2) (Royu THHN Stranded (2.0mm2) #14/7x150M Black,0.0,0.0,338
Electrical Supplies,THHN Stranded,3.5mm2) (Royu THHN Stranded (3.5mm2) # 12/7x150M Black,0.0,0.0,339
Electrical Supplies,THHN Stranded,5.5mm2) (Royu THHN Stranded (5.5mm2) # 10/7x150M Black,0.0,0.0,340
Electrical Supplies,THHN Stranded,8.0mm2) (Royu THHN Stranded (8.0mm2) # 8/7x100M Black,0.0,0.0,341
Electrical Supplies,THHN Wire #14,,0.0,0.0,342
Electrical Supplies,Thin Wire # 10,,0.0,0.0,343
Electrical Supplies,Timer Switch,Camsco Brand) (Timer Switch (Camsco Brand) 24hrs,0.0,0.0,344
Electrical Supplies,Transformer 15kva 440v to 220v,,0.0,0.0,345
Electrical Supplies,Transformer for CCTV 60 Watts,Transformer for CCTV 60 Watts (LED DRIVER),0.0,0.0,346
Electrical Supplies,Utility Box,Orange) (PVC Utility Box (Orange) RUB1,0.0,0.0,347
Electrical Supplies,Vacuum w/ Blower,,0.0,0.0,348
Electrical Supplies,Ventilating Fan #14,Ventilating Fan #14 (Boston Bay Brand),0.0,0.0,349
Electrical Supplies,Vulcaseal 75ml jr.,Super Vulcaseal 75ml jr.,0.0,0.0,350
Electrical Supplies,YJA-COB 12W 3K,,0.0,0.0,351
Uncategorised,Epson Dot Matrix LX310,,0.0,0.0,353
Equipment,02-CH1.2,Reach-in Chiller 4 Doors,0.0,0.0,355
Equipment,02-GH-997A,"6 Range Burner with oven, Gas",0.0,0.0,356
Equipment,02Discovery Shore-Walk,Discovery Shore-Walk-in Storage (Freezer),0.0,0.0,357
Equipment,02Discovery Shore-Walk-in Stora,02Discovery Shore-Walk-in Storage (Chiller),0.0,0.0,358
Equipment,10L Bowl Cutter,,0.0,0.0,359
Equipment,18 Tier Closed Type Aluminum Ba,18 Tier Closed Type Aluminum Baking Tray Rack,0.0,0.0,360
Equipment,"2 Door Freezer, 700mm SS","2 Doo (2 Door Freezer, 700mm SS (2 Door Freezer, 700mm",0.0,0.0,361
Equipment,2FC - 700,2 Doors Combi Freezer/Chiller,0.0,0.0,362
Equipment,3 Deck Steamer,3 Deck Steamer 910*810*1850,0.0,1.0,363
Equipment,3 Door Pizza Worktable,,0.0,0.0,364
Equipment,320HS,3 Door Beer Display Showcase,0.0,0.0,365
Equipment,4 Door Freezer,"Berjaya) (4 Door Stainless Steel Freezer, 1300mm",0.0,0.0,366
Equipment,4 Doors Freezer Stainless Steel,,0.0,0.0,367
Equipment,"4 in 1 Toast tin, 450g",,0.0,0.0,368
Equipment,"4 in 1 Toast tin, 900g",,0.0,0.0,369
Equipment,4 Range Burner w/ Oven,,0.0,0.0,370
Equipment,5 Layer LP Burner,,0.0,0.0,371
Equipment,6G,Pasta Cooker 6 Holes - Gas,0.0,0.0,372
Equipment,A - Aircon 0.6hp,TCL Aircon 0.6hp,0.0,0.0,373
Equipment,A - BK-182,Speaker BK-182,0.0,0.0,374
Equipment,A - Exhaust Fan wall,"Exhaust Fan, Wall Mounted",0.0,0.0,375
Equipment,"A - JBL 8""","JBL 8"" Rechargeable speaker 100watts class A w/ FM/USB port / Bluetooth",0.0,0.0,376
Equipment,"A - MASS 8""","MASS 8"" Speaker Rechargeable w/ FM / USB port / Bluetooth",0.0,0.0,377
Equipment,"A - MX 8""","MX 8"" rechargeable speaker 100watts w/ FM/USB port/Bluetooth",0.0,0.0,378
Equipment,ABM-24,Electric Bain Marie 4 pans,0.0,1.0,379
Equipment,Air Compressor 1hp,,0.0,0.0,380
Equipment,Aircon Kolin -1.0HP,Aircon Brand: Kolin -1.0HP - Window type Inverter,0.0,0.0,381
Equipment,Aircon Kolin -1.5HP,Aircon Kolin -1.5HP Window Type Inverter,0.0,0.0,382
Equipment,Aircon TCL 4hp Floor Mounted 3T,,0.0,0.0,383
Equipment,AL-1200A,Box Type Cake Showcase w/ Marble Stand -1200mm,0.0,0.0,384
Equipment,AL-1200B,"Box Type Cake Showcase, 1200mm",0.0,0.0,385
Equipment,AL-1500B,"Box type Cake Showcase, 1500mm",0.0,6.0,386
Equipment,AL-200T,Standing Vacuum Machine10L/H,0.0,0.0,387
Equipment,AL-400T,Standing Vacuum Machine 420x425x65,0.0,0.0,388
Equipment,AL-450-3,Vacuum Machine w/ stainless Steel Lid 200kg,0.0,1.0,389
Equipment,AL-600L,Standing Vacuum Machine 630x630x100,0.0,0.0,390
Equipment,AL-700,"Tabletop Cake Showcase, 700mmL",0.0,0.0,391
Equipment,AL-900 Box,Tabletop Cake Showcase,0.0,0.0,392
Equipment,AL-900 Curved,"Tabletop Cake Showcase,900L",0.0,1.0,393
Equipment,AL - 855,Black Tabletop Cake Showcase,0.0,0.0,394
Equipment,American Pro Water Dispenser,,0.0,0.0,395
Equipment,AS- FR1.2,"4 Door Freezer, Reach-In",0.0,2.0,396
Equipment,AS-100,Peanut Butter Grinder,1.0,2.0,397
Equipment,AS-10L-2,"Electric Deep Fryer, 2 Tank 10L",0.0,1.0,398
Equipment,AS-10L Rice Cooker,Capacity 10L,1.0,2.0,399
Equipment,AS-11L,"Electric Deep Fryer, 1 Tank 11L",1.0,1.0,400
Equipment,AS-11L-2,11L +11L 2-Tank 2- Basket Electric Fryer,0.0,0.0,401
Equipment,AS-12KW,Steam Boiler,0.0,0.0,402
Equipment,AS-168 ice shaver machine,pink (Equipment: AS-168 ice shaver machine (pink),1.0,0.0,403
Equipment,AS-20L,Electric Fryer with tap,0.0,0.0,404
Equipment,AS-250B1,SL Meat Slicer 10 MS-250,0.0,3.0,405
Equipment,AS-2S,Food Warming Lamp,0.0,2.0,406
Equipment,AS-300B1,SL Meat Slicer 12 MS-300,0.0,0.0,407
Equipment,AS-4V,Electric Bain Marie,0.0,2.0,408
Equipment,AS-50L,50L Air Pump for ASCY-35,0.0,0.0,409
Equipment,AS-71A,"Gas Fryer 14L, Temp Control",0.0,1.0,410
Equipment,AS-811E,Single Head Plate Panini Grill,0.0,2.0,411
Equipment,AS-813,Electric Double Plate Panini Grill,0.0,0.0,412
Equipment,AS-827,Food Display Warmer - HW-2PS,0.0,0.0,413
Equipment,AS-862,Hot Warm Showcase,0.0,0.0,414
Equipment,AS-BSF1500,Ice Maker 750kg/day,0.0,1.0,415
Equipment,AS-BY169,Ice Crusher Machine,0.0,3.0,416
Equipment,AS-C300,Drum Cooking Machine (Cabinet),0.0,0.0,417
Equipment,AS-CB35L,Coffee Boiler 35L,0.0,0.0,418
Equipment,AS-CF-1.2,4 Doors Combi Freezer & Chiller,0.0,0.0,419
Equipment,AS-CF-1.8,6 Doors Upright Chiller/Freezer,0.0,0.0,420
Equipment,AS-CH-0.6,Reach-in Chiller 2 Door,0.0,4.0,421
Equipment,AS-CH-1.2,4 Door Reach-in Chiller,0.0,5.0,422
Equipment,AS-CKF60L,Electric Convection Oven 5 Trays,0.0,0.0,423
Equipment,AS-CMR3,Electric Bibingka Oven,0.0,1.0,424
Equipment,AS-CO20,Electric Combi-Oven 20*1/1,0.0,0.0,425
Equipment,AS-CR-1.8,6 Doors Chiller 1000L with wheels,0.0,1.0,426
Equipment,AS-CRM3200H,Gemilai Coffee Machine - Single,1.0,0.0,427
Equipment,AS-CT450,Electric Conveyor Toaster,0.0,0.0,428
Equipment,AS-CW08,Chips Warmer,0.0,0.0,429
Equipment,AS-DC1500,"Undercounter Worktable Chiller, Drawer Type",0.0,0.0,430
Equipment,AS-DF20L,Electric Donut Fryer 20L,0.0,8.0,431
Equipment,AS-DT1500,Worktable Chiller 6 Drawers,0.0,0.0,432
Equipment,AS-DW1-1,Table Top Dishwashing Machine w/ soap dispenser,0.0,0.0,433
Equipment,AS-E520,Standing Dough Sheeter 45mm,0.0,0.0,434
Equipment,AS-EMA25,Microwave Oven 25L,0.0,0.0,435
Equipment,AS-F815,Chaffing Dish - Round for Soup SS- Gold,0.0,0.0,436
Equipment,AS-FC16-26,Semi-Automatic Dough Divider & Rounder,0.0,0.0,437
Equipment,AS-FR-0.6,2 Door Stainless Steel Freezer,0.0,3.0,438
Equipment,AS-FR-1.8,6 Door Freezer,0.0,0.0,439
Equipment,AS-FR1.8,6 Door Reach-in Freezer,0.0,0.0,440
Equipment,AS-FS60A,Commercial Hood Type Dishwasher,0.0,0.0,441
Equipment,AS-GF182,"Gas Deep Fryer, 18L x 2",0.0,1.0,442
Equipment,AS-GG1150,"Gas Griddle, Griller w/ Lava Rock",1.0,4.0,443
Equipment,AS-GG90,Gas griddle/ Griller with lava Rock,0.0,0.0,444
Equipment,AS-GS14,Gas Salamander 61x53x62cm,0.0,1.0,445
Equipment,AS-HKQ7,Automatic Cup Sealer 300/500cup/hr,1.0,3.0,446
Equipment,AS-J210,Bone Saw Machine,0.0,4.0,447
Equipment,AS-LT12,12 Trays Dehydrator oven with all Stainless steel & glass door,0.0,0.0,448
Equipment,AS-LT16,16 Trays Dehydrator Oven,0.0,0.0,449
Equipment,AS-QS810,Food Processor 10L,0.0,1.0,450
Equipment,AS-SP10L,"Soup Kettle, 10L",0.0,0.0,451
Equipment,AS-ST120,Slotted Rack SS,0.0,0.0,452
Equipment,AS-WC1800,Worktable Chiller 3 Door,0.0,1.0,453
Equipment,AS - 10L,"Electric Fryer, 1 Tank 10L",0.0,0.0,454
Equipment,AS - 10L-2,"Electric Fyrer, 2 Tank 10L",0.0,0.0,455
Equipment,AS - 520,Standing Dough Sheeter (Steel Gear+Chain),0.0,0.0,456
Equipment,AS - 7910R,Gas Charboiler Grill 3 Burners,0.0,0.0,457
Equipment,AS - 900N,Coffee Grinder,0.0,0.0,458
Equipment,AS - GS16,Gas Salamander 86x53x62cm,1.0,0.0,459
Equipment,AS - JDP,Dumpling Wrapper Machine,1.0,0.0,460
Equipment,AS - WF1500G,2 Glass Door WT Freezer,0.0,0.0,461
Equipment,AS13GH,"Coffee and Tea SS Dispenser, Gold",2.0,0.0,462
Equipment,AS4A,Electric Convection Oven,0.0,0.0,463
Equipment,ASCY-35,Pneumatic Pancake Maker Machine,0.0,0.0,464
Equipment,ASD4-558,Supermarket Display Freezer 558L,0.0,0.0,465
Equipment,ASEG-686,Counter Top Electric Flat Griddle,1.0,2.0,466
Equipment,ASEH-500L,Siopao Steamer,0.0,5.0,467
Equipment,ASFB-500B,Ultraviolet Sterilization Knife Box,0.0,0.0,468
Equipment,ASGB-249A,Gas Grill 2-burner,1.0,1.0,469
Equipment,ASGB-368,Gas Chicken Rotisserie 12-16 birds,0.0,0.0,470
Equipment,ASGB-369A,Gas Grill 3-burner,0.0,0.0,471
Equipment,ASGB-589,02- Gas Grill 2-Burner w/ Lava Rock Counter top,0.0,0.0,472
Equipment,ASGF-23G,Gas Fryer (1-Tank& 2 Basket),0.0,0.0,473
Equipment,ASGF-985-2,Gas 2-Tank Fryer (2 Basket) with Cabinet,0.0,0.0,474
Equipment,ASGF-985-4,Gas 2-Tank Fryer (4 Basket) with Cabinet,0.0,1.0,475
Equipment,ASGH-24,Gas Flat Griddle 600mm,0.0,0.0,476
Equipment,ASGH-2S,2 Burner Countertop Gas Range,0.0,0.0,477
Equipment,ASGH-4B,4 Burner Gas Range with Stand,1.0,2.0,478
Equipment,ASGH-4S,4 Burner Countertop Gas Range,0.0,5.0,479
Equipment,ASGH-588,Counter Top Gas Pasta Cooker 4 holes,1.0,3.0,480
Equipment,ASGH-6B,Gas Range with 6-Burner,1.0,3.0,481
Equipment,ASGH-730,Gas Griddle with Fryer,0.0,1.0,482
Equipment,ASGH-987A,4 Gas Range Burner w/ Oven,0.0,3.0,483
Equipment,ASGH-997A,6 Gas Range Burner w/ Oven,0.0,1.0,484
Equipment,ASGH - 980,80L Gas Tilting Braising Pan,0.0,0.0,485
Equipment,ASRB-6H,Gas Range with 6 Burner,0.0,2.0,486
Equipment,AT-1200A,"Vertical Cake Showcase, 1200mm",0.0,3.0,487
Equipment,AT-1500A,"Vertical Cake Showcase, 1500mm",0.0,2.0,488
Equipment,AT-1800,Vertical Cake Chiller 1800,0.0,0.0,489
Equipment,AT-1800b,Cake Chiller Box Type,0.0,0.0,490
Equipment,ATG-900F,2 Door Beer Showcase,0.0,0.0,491
Equipment,Automatic Rapid,,0.0,0.0,492
Equipment,AW-12L,Bowl Food Cutter - 12L,0.0,0.0,493
Equipment,B-301SA,Storage Bin (IM-220AA),0.0,0.0,494
Equipment,B10,"Planetary Mixer, 10L",1.0,0.0,495
Equipment,B10021-3,Warming Tray 2IR Warmer,0.0,0.0,496
Equipment,B15,"Planetary Mixer, 15L",1.0,1.0,497
Equipment,B20,"Planetary Mixer, 20L",0.0,0.0,498
Equipment,B4TS,"Bread Toaster, 4 Slice",1.0,0.0,499
Equipment,B5,Planetary Mixer 5L,0.0,0.0,500
Equipment,B7as,"Planetary Mixer, 7L As",0.0,0.0,501
Equipment,Band Sealer Continues,,0.0,1.0,502
Equipment,BC-1200,Beverage Chiller 2 Door 1200x700x2130mm,0.0,2.0,503
Equipment,BC-1200F,Beverage Freezer 2 Door,1.0,0.0,504
Equipment,BC-1220*760*1980mm,Beverage Chiller 2 Glass Door 1220*760*1980mm,0.0,0.0,505
Equipment,BC-1800,Beverage Chiller 3 Door 1800x700x2130mm,0.0,2.0,506
Equipment,BC-600,Beverage Chiller 1 Door,0.0,5.0,507
Equipment,BD-330,Portrait Ironing Machine,0.0,0.0,508
Equipment,Belgian Waffle Maker Single,,0.0,0.0,509
Equipment,"Beverage chiller, 3 Door",,0.0,0.0,510
Equipment,"Beverage Freezer, 2 Door",,0.0,0.0,511
Equipment,"Beverage Freezer, 3 Door",,0.0,0.0,512
Equipment,BH-10,Planetary Mixer 10L,0.0,0.0,513
Equipment,BLD160,Immersion Stick Blender,0.0,0.0,514
Equipment,Bookshelf 4s w/ Glass CHC,,0.0,0.0,515
Equipment,"Box Type Cake Chiller, Black",,0.0,0.0,516
Equipment,"Box Type Cake Showcase, 1500mm",,0.0,0.0,517
Equipment,"Bread Dough Roller 16"" 1.5HP",,0.0,0.0,518
Equipment,Bread Slicer Machine,"with Stand , 31 Blades - Local",0.0,0.0,519
Equipment,Bread/Dough Molder,,0.0,2.0,520
Equipment,BTC-1318,"Tray Cart, 16 Trays - 13*18""",0.0,0.0,521
Equipment,BTC-16C,"Tray Cart, 16 Tier",0.0,0.0,522
Equipment,BTC-32C,Bread Trolley Cart 32 Trays for HG-32Q,0.0,1.0,523
Equipment,Buffet Juice Dispenser,"Buffet Juice Dispenser, Rose Gold",0.0,0.0,524
Equipment,"Buffet Lamp, Glass Round",,0.0,0.0,525
Equipment,C-14,Low Pressure Burner,0.0,0.0,526
Equipment,Cake & Cookie Depositor,,0.0,0.0,527
Equipment,Cake Filling Machine Mold,,0.0,0.0,528
Equipment,CD-5000F,Walk-in Freezer 5000*2500*2400mm,0.0,0.0,529
Equipment,"Chaffing Dish, Rectangular",,0.0,0.0,530
Equipment,Chest Type Freezer,"Chest Type Freezer, 10 CU.M",0.0,0.0,531
Equipment,Chest Type Freezer 20 cu.ft.,,0.0,0.0,532
Equipment,Chiller Room,Walk-in Chiller,0.0,0.0,533
Equipment,"Chrome Wire Shelf, 3ft",,0.0,0.0,534
Equipment,"Chrome Wire Shelf, 5ft",,0.0,0.0,535
Equipment,"Chrome Wire Shelf, 6ft",,0.0,0.0,536
Equipment,CJ-1530,,0.0,3.0,537
Equipment,CJ-1830,2 Deck Shelf 201SS,0.0,1.0,538
Equipment,Coffee Boiler 30L,,0.0,0.0,539
Equipment,"Coffee Boiler, 25L",,0.0,0.0,540
Equipment,Coffee Machine 2 Grp w/ Grinder,"CRM 3120C, 022 Grinder - Black",1.0,0.0,541
Equipment,Coffee Machine w/ Grinder,CRM3120C and 022 White Grinder,0.0,0.0,542
Equipment,Conveyor Dishwashing Machine,Conveyor Diswashing Machine,0.0,0.0,543
Equipment,Cooling Tower + Bread Slicer,,0.0,0.0,544
Equipment,Crossback Chair,"Crossback Chair, Wooden",0.0,0.0,545
Equipment,CSJ-1595,Electric bain Marie with Glass Cover,1.0,0.0,546
Equipment,CW - 2000G,Chinese Wok 2 Burner with 2 rear pot with blower,0.0,2.0,547
Equipment,CW1100G,Mid Size Wok Range 1 Burner & 1 Rear Pot,0.0,1.0,548
Equipment,DH-863,Food Warm Showcase,0.0,12.0,549
Equipment,Disk 26,Disk for Dough Diver Rounder 26,0.0,1.0,550
Equipment,Donut Display Frying Cart,,0.0,0.0,551
Equipment,Donut Frying Display-PVC,Donut Frying Display - PVC,0.0,0.0,552
Equipment,Dough Sheeter Standing,,0.0,0.0,553
Equipment,Dough Sheeter Tabletop,,0.0,0.0,554
Equipment,Dry Age Refrigerator,,0.0,0.0,555
Equipment,DT1500,SS Worktable Chiler Drawer,0.0,0.0,556
Equipment,EB-202,Electric 2 Layer Chicken Rotisserie,0.0,1.0,557
Equipment,EDF-25L,Electric Donut Deep Fryer,0.0,4.0,558
Equipment,Egg Mixer 5L,,1.0,0.0,559
Equipment,Electric Bain Marie,Electric Bain Marie with food and lid,0.0,0.0,560
Equipment,Electric Combi Oven,,0.0,2.0,561
Equipment,"Electric Deck Oven, 1 Deck 2 Tr","Electric Deck Oven, 1 Deck 2 Trays",0.0,0.0,562
Equipment,"Electric Deep Fryer, 1 Tank 6L",,0.0,0.0,563
Equipment,Electric Griddle,,0.0,0.0,564
Equipment,Electric Kettle 1L,,0.0,0.0,565
Equipment,"Electric Kettle, Camel",CK1830S,0.0,0.0,566
Equipment,"Electric Rice Steamer, 12 Trays",,0.0,1.0,567
Equipment,Equipment Stand,,0.0,0.0,568
Equipment,ES-700,Equipment Stand 70x74x85cm,0.0,3.0,569
Equipment,ESD-4A,"Electric Convection Oven, 4 Tray",1.0,2.0,570
Equipment,FDM-100,Soybean Grinder,0.0,0.0,571
Equipment,Food Dehydrator 20 trays,Food Dehydrator 20 trays HFD-20,0.0,0.0,572
Equipment,Food Mixer 7L,WG-7L,2.0,4.0,573
Equipment,Freezer Room,Walk-in Freezer,0.0,0.0,574
Equipment,"Gas Deck Oven, 3 Deck 6 Trays",,0.0,0.0,575
Equipment,"Gas Deck Oven, 3 Deck 9 Trays",,0.0,0.0,576
Equipment,Gas Deep Fryer Double Tank 13L,Gas Deep Fryer Double Tank 13,0.0,0.0,577
Equipment,Gas Griddle 900mm,,0.0,0.0,578
Equipment,Gas Griddle w/ Grove,,0.0,0.0,579
Equipment,"Gas Griller, Lava Rock",,0.0,0.0,580
Equipment,Gas Jacketed Kettle 100L,,0.0,0.0,581
Equipment,Gas Jacketed Kettle 50L,Gas Jacketed Kettle 50 AL,0.0,0.0,582
Equipment,Gas Rice Steamer 10 trays,,0.0,0.0,583
Equipment,Gas Salamander 6 Burners,,0.0,0.0,584
Equipment,GB - 369A,Gas Charboiler Grill,0.0,0.0,585
Equipment,GDF-25L Gas Fryer 25L,"Upright Gas Fryer 25L, 1 Tank 2 basket",0.0,0.0,586
Equipment,GDF181 - Gas Fryer,"Gas Fryer, 1 Tank 18L",0.0,0.0,587
Equipment,GDF182 Gas Fryer,"Gas Fryer, 2 Tank 18Lx2",0.0,0.0,588
Equipment,Gear Build Up for Rotary Oven,,0.0,0.0,589
Equipment,Generator Set - 10KVA,,0.0,0.0,590
Equipment,GF-72A,"Gas Fryer, 2 Tank 14L - Counter Top",0.0,1.0,591
Equipment,GF - 985-2,Gas 2-Tank Fryer (2 basket) with Cabinet,0.0,0.0,592
Equipment,GH - 24,Gas Flat Griddle,0.0,0.0,593
Equipment,GSD-10L,"Gas Deep Fryer, 10L",0.0,0.0,594
Equipment,GZ01GH,"Buffet Juice Dispenser, 1 Tank 8L",0.0,10.0,595
Equipment,H20,"Spiral Mixer, 8kg H20",0.0,0.0,596
Equipment,H40,"Spiral Mixer, 16kg",0.0,0.0,597
Equipment,H50,"Spiral Mixer, 20kg H50",0.0,0.0,598
Equipment,HC-425B,Wine Showcase - Black,0.0,0.0,599
Equipment,HE-C40,Low Pressure Burner Model 7.6 kg's,0.0,3.0,600
Equipment,HF-1R,1-Plate Waffle Baker,0.0,0.0,601
Equipment,HF-2R,2-Plate Waffle Baker,1.0,1.0,602
Equipment,HF-4GC,Electric 4-Hole Gold Coin Burning Machine,1.0,1.0,603
Equipment,HG-32Q,32 Trays Gas Rotary Rack Oven,0.0,1.0,604
Equipment,HGA-20Q,"Gas Deck Oven , 1 Deck 2 Trays",0.0,0.0,605
Equipment,HGA-312Q,"Gas Deck Oven, 3 Deck 12 Trays",0.0,0.0,606
Equipment,HGA-318Q,"Gas Deck Oven, 3 Deck 18 Trays",0.0,0.0,607
Equipment,HGA-40Q,"Gas Deck Oven, 2 Deck 4 Trays",0.0,0.0,608
Equipment,HGA - 40Q,2 Deck Gas Oven 8 Trays,0.0,0.0,609
Equipment,HGD-20Q,"Gas Deck Oven, 1 Deck 2 Trays",0.0,2.0,610
Equipment,HGD-312Q,"Gas Deck Oven, 3 Deck 12 Trays",0.0,0.0,611
Equipment,HGD-318Q,3 Deck Gas Oven - 18 Trays,0.0,0.0,612
Equipment,HGD-40Q,2 Deck Gas Oven - 4 Trays,0.0,3.0,613
Equipment,Hgs-6,Gas 6 range burner,0.0,0.0,614
Equipment,High Pressure Burner,,0.0,0.0,615
Equipment,High Pressure Burner 200000 BTU,,0.0,5.0,616
Equipment,HS20,Spiral Mixer 8kg,0.0,3.0,617
Equipment,HS40,Spiral Mixer 16kg,0.0,5.0,618
Equipment,HS50,Spiral Mixer 20kg,0.0,3.0,619
Equipment,HS60,"25kg, Spiral Mixer - Double Speed",0.0,0.0,620
Equipment,HW-2P,Food Display Warmer - HW-2P,1.0,3.0,621
Equipment,HW-862,Food Display Warmer - HW-862,0.0,0.0,622
Equipment,IC 1500E,Ice Maker 400V/60hz/3ph capacity 700 kg/24h,0.0,0.0,623
Equipment,IC1500E,Ice Maker 220V/60hz/1ph capacity 700kg/24h,0.0,1.0,624
Equipment,Ice Cube Maker Machine,,0.0,2.0,625
Equipment,Ice Maker Machine 220V/700kg,,0.0,1.0,626
Equipment,Ice Maker Machine FM-150KE,Hoshizaki Brand,0.0,0.0,627
Equipment,ID-60KG,Ice Maker 60kgs,1.0,2.0,628
Equipment,ID - 150kg,ID-150kg,0.0,5.0,629
Equipment,IM-220AA,Cube Ice Maker Machine (Bin not Included),0.0,0.0,630
Equipment,Induction Cooker,"Induction Cooker , Double",0.0,0.0,631
Equipment,"Induction Cooker, Single",,1.0,4.0,632
Equipment,inJoy Whipped Cream Dispenser,inJoy Whipped Cream Dispenser (Aluminum),0.0,0.0,633
Equipment,IT - HAS 6-55,MP Security Camera,0.0,0.0,634
Equipment,IT - Tablet Huawei,POS Table Huawei T10,0.0,0.0,635
Equipment,JD18Lx2,"Juice Dispenser 2 Tank, 18L x 2 (AS-J18LX2)",0.0,2.0,636
Equipment,JQ-8L,Sauce Pump 8L,1.0,4.0,637
Equipment,JQS-4L,Electric Sauce Pump 4L,0.0,2.0,638
Equipment,JTC Blender 1.5L,,0.0,0.0,639
Equipment,JTC Blender Pitcher 1.5L,,0.0,0.0,640
Equipment,JTC Blender Reduction Cover,,0.0,2.0,641
Equipment,JTC TM-767,JTC TM767 Blender 2.0L,0.0,1.0,642
Equipment,JTC TM-767A,"JTC TM-767A 2L, Automatic",0.0,0.0,643
Equipment,JTC TM-800AQ,JTC TM-800AQ Blender with Cover,1.0,0.0,644
Equipment,JTC TM - 800,JTC TM - 767A 1.5L with Manual Controls,0.0,0.0,645
Equipment,JW-FL02,Egg Separator Machine,0.0,0.0,646
Equipment,KS6801GH,Chaffing Dish - Square SS Gold ks6801gH,4.0,2.0,647
Equipment,KS6806GH,Round Chafing Dish,2.0,8.0,648
Equipment,KTB-4B,Silverware Caddy 4 Holes,0.0,0.0,649
Equipment,LJY-210A,"Electric Induction Cooker, Single",1.0,8.0,650
Equipment,LM-2S,Lamp Warmer,0.0,0.0,651
Equipment,Lot 1 Cooling System for Dimsum,,0.0,0.0,652
Equipment,LR201B,"03-LR201B Combi Oven Electric, capacity 20*1/1 GN 400V/60HZ/3PH",0.0,1.0,653
Equipment,Machine Head for IC-1500E,for Ice Machine,0.0,1.0,654
Equipment,Manual Sausage,Tying Machine) (Manual Sausage(Tying Machine),1.0,6.0,655
Equipment,Manual Sealer,,0.0,0.0,656
Equipment,Merchandise Chiller Glss Dr 269,,0.0,0.0,657
Equipment,Merchandise Chiller Glss Dr 368,Merchandise Chiller Glass Dr 368,0.0,0.0,658
Equipment,Merchandise Chiller Glss Dr 508,Merchandise Chiller Glass Dr 508 2 Doors,0.0,0.0,659
Equipment,Merchandise Chillr Glss Dr 1260,Merchandise Chiller Glass Dr 1260 3 Doors,0.0,0.0,660
Equipment,Mist Fan,,0.0,0.0,661
Equipment,Miter Saw,,0.0,2.0,662
Equipment,Miter Saw Blade,,0.0,0.0,663
Equipment,Mobile Banquet Cart,"Mobile Banquet Cart, 1 Door",0.0,0.0,664
Equipment,Mono Autojammer,Mono Autojammer / Jelly Filling Machine,0.0,0.0,665
Equipment,MS1200,"Deck Metal Shelves, 5 Layers",0.0,1.0,666
Equipment,Noodle Machine,With Round Knife and Spatula,0.0,0.0,667
Equipment,Oven Toaster,Oven Toaster 2-Layer,0.0,0.0,668
Equipment,Panini Grill Double,,0.0,0.0,669
Equipment,Panini Grill Electric,big) (Panini Grill Electric (big),0.0,0.0,670
Equipment,Panini Grill Electric,small) (Panini Grill Electric (small),0.0,0.0,671
Equipment,Panini Grill Single,,0.0,0.0,672
Equipment,Pasta Cooker 6 Holes,,0.0,0.0,673
Equipment,Pasta Cooker with Cabinet,,0.0,0.0,674
Equipment,Percolator 10L,"Percolator 10L, Coffee Boiler",0.0,0.0,675
Equipment,Photographic Printed Vinyl Stic,Photographic Printed Vinyl Sticker on 2mm Sintra,0.0,0.0,676
Equipment,"Planetary Mixer, 8L",,0.0,0.0,677
Equipment,Platforms Cart,,0.0,0.0,678
Equipment,Pop Corn Maker,,1.0,0.0,679
Equipment,Portable Pressure Washer,,0.0,0.0,680
Equipment,Portrait ironing machine,,0.0,0.0,681
Equipment,POS Huawei Tablet,,0.0,0.0,682
Equipment,POS Tablet,POS Tablet (Real Me Brand),1.0,0.0,683
Equipment,Princeton Walk-in Chiller,2.6x3x3 LWH,0.0,0.0,684
Equipment,Princeton Walk-in Freezer,3x3x3 LWH,0.0,0.0,685
Equipment,Range Burner Stove,,0.0,0.0,686
Equipment,Range Hood,"Range Hood ,SS Body 60cmW",0.0,0.0,687
Equipment,Range Hood 60CM,"SS Range Hood 60CM, (Fujidenzo)",0.0,0.0,688
Equipment,Rect Chafing Dish SS,"Rect Chafing Dish SS, with heating Pad",0.0,0.0,689
Equipment,Rect Chafing Dish SS Gn 1/2,Rect Chafing Dish SS Gn 1/2 X 2 with Heating Pad,0.0,0.0,690
Equipment,Refrigerator,Fujidenzo,0.0,0.0,691
Equipment,Retractable Awning Canopy 3x2m,,0.0,0.0,692
Equipment,Rolling Machine,"Rolling Machine, 16""",0.0,0.0,693
Equipment,"Rotary Gas Oven, 32 Trays",,0.0,0.0,694
Equipment,Rotary Oven 32 trays Rubber,,0.0,0.0,695
Equipment,RT-158MA,"Undercounter Chiller ,1500mmL",0.0,0.0,696
Equipment,Salad Preparation Table,,0.0,0.0,697
Equipment,SD - 15L,Ice Slush Machine (AS-S15LX2),0.0,2.0,698
Equipment,SLG-1200,5 Drawers Pizza Worktable Chiller,0.0,0.0,699
Equipment,SLG-1500,2 Door Pizza Worktable Chiller,0.0,0.0,700
